,MEL.IPI_Pat02.Tumor.SM.4DJZX,MEL.IPI_Pat03.Tumor.SM.4DJZY,MEL.IPI_Pat04.Tumor.SM.4DJZZ,MEL.IPI_Pat06.Tumor.SM.4DK12,MEL.IPI_Pat08.Tumor.SM.4DK14,MEL.IPI_Pat118.Tumor.SM.5X2QV,MEL.IPI_Pat119.Tumor.SM.7459N,MEL.IPI_Pat123.Tumor.SM.5X2R1,MEL.IPI_Pat126.Tumor.SM.5X2R4,MEL.IPI_Pat14.Tumor.SM.53U3C,MEL.IPI_Pat15.Tumor.SM.4DK1B,MEL.IPI_Pat16.Tumor.SM.53U3E,MEL.IPI_Pat19.Tumor.SM.4DK1F,MEL.IPI_Pat20.Tumor.SM.53U3I,MEL.IPI_Pat25.Tumor.SM.4DK1L,MEL.IPI_Pat27.Tumor.SM.4DK1N,MEL.IPI_Pat28.Tumor.SM.4DK1O,MEL.IPI_Pat29.Tumor.SM.4DK1P,MEL.IPI_Pat33.Tumor.SM.4DK1T,MEL.IPI_Pat36.Tumor.SM.53U3X,MEL.IPI_Pat37.Tumor.SM.53U3Y,MEL.IPI_Pat38.Tumor.SM.53U3Z,MEL.IPI_Pat39.Tumor.SM.4DK1Z,MEL.IPI_Pat40.Tumor.SM.4DK21,MEL.IPI_Pat41.Tumor.SM.4DK22,MEL.IPI_Pat43.Tumor.SM.4DK24,MEL.IPI_Pat44.Tumor.SM.4DK25,MEL.IPI_Pat45.Tumor.SM.4DK26,MEL.IPI_Pat46.Tumor.SM.53U48,MEL.IPI_Pat47.Tumor.SM.4DK28,MEL.IPI_Pat49.Tumor.SM.4DK2A,MEL.IPI_Pat50.Tumor.SM.53U69,MEL.IPI_Pat79.Tumor.SM.53U2S,MEL.IPI_Pat80.Tumor.SM.4DK36,MEL.IPI_Pat81.Tumor.SM.4DK37,MEL.IPI_Pat83.Tumor.SM.53U2W,MEL.IPI_Pat85.Tumor.SM.53U2Y,MEL.IPI_Pat86.Tumor.SM.4DK3C,MEL.IPI_Pat88.Tumor.SM.4DK3E,MEL.IPI_Pat90.Tumor.SM.4DK3G,MEL.IPI_Pat91.Tumor.SM.4DK3H,MEL.IPI_Pat98.Tumor.SM.4CU6L
APOE,1147.801514,134.7687683,2108.910645,432.499176,1122.440796,137.03862,80.39997101,429.4895325,42.82152176,44.58021545,2928.743896,477.5710449,542.4072876,136.1993561,1213.380981,1305.47583,795.4765015,357.210022,126.0801163,204.6549072,55.07234573,641.0216675,80.25204468,577.2658081,4817.488281,88.01213837,13.24468613,2152.692627,268.1765442,668.0412598,184.5408173,748.6640625,1540.800415,397.3121948,60.99168777,293.5772095,720.3900146,160.9671631,817.0834351,842.6424561,2364.559814,1778.971558
APOO,2.500441313,5.319025993,18.23770905,10.97052002,7.061295033,7.569332123,30.97505951,9.48043251,13.01782894,6.347522259,14.71433544,19.22710991,12.15669441,25.21307945,16.09838486,10.84442234,30.94791985,12.43816853,12.36094952,13.07685852,35.50283051,24.48303032,7.97072649,14.74177837,12.54142761,4.865273953,8.829976082,17.22118759,11.09242916,13.56783485,12.42028522,28.36297989,19.21189308,14.63511276,9.525712013,14.85662651,6.174376011,14.73266792,47.07855606,20.60341644,10.11541271,18.99297714
ARHGAP1,29.7773571,26.98056984,12.92780209,19.83620262,14.31424141,18.74838638,12.62082672,16.49074364,21.63656616,38.87203598,14.49322033,19.73568535,28.85112381,11.56422997,18.07559776,20.73257256,21.80824661,27.76179314,15.65780163,39.99302673,9.662103653,21.95683479,15.24421978,15.05661583,21.13360786,26.87858009,22.17879677,16.23862839,17.77771568,36.97147751,16.90973663,12.42830753,26.41585922,14.40162849,29.66805267,36.63603973,18.8920517,22.34314156,13.00725365,10.85040283,15.5880785,18.33425903
ARHGAP15,1.585795403,1.322279334,0.876627147,7.640234947,16.75001717,8.441592217,1.998825789,1.85949707,1.782524943,2.660545349,0.139957652,3.574936867,4.280688763,1.525369763,1.238191605,2.403049231,2.215357304,6.064918041,0.371537387,0.300910324,1.067093372,3.839458704,5.561266899,1.785800338,1.733352304,7.812999249,0.160019845,0.362269223,3.840206385,0.607979059,8.697917938,1.161711454,1.251398563,1.992578387,0.468409807,2.823337555,10.90741348,1.160912752,4.552191734,2.186491251,1.879349232,1.924045444
ARHGDIA,61.88346481,41.95093155,63.15850449,40.73636627,45.72635269,25.76132202,39.64899063,38.07113647,50.32494354,45.9236908,59.54274368,80.7519989,48.94091797,25.19608498,35.11696625,28.69364548,53.79389572,34.77099228,144.671875,69.19548798,22.7312088,65.80278778,30.56166077,47.66805649,57.16570282,29.94487953,49.6182518,61.52448273,50.0893364,80.92897034,38.45695114,40.88041687,83.84243774,60.27833557,55.07045364,53.09286499,49.39382172,47.02279282,57.53809738,29.64689827,86.51944733,47.84518051
ARRB2,80.16049194,13.42376709,19.83856201,34.76580048,14.82074547,18.86522675,8.690214157,15.26002312,16.35324097,20.87276268,3.656994104,10.27608395,35.92707825,8.111690521,9.523669243,32.23218536,15.04655647,17.12407875,8.114276886,9.886073113,14.61223221,33.59171677,30.34326553,11.59230137,16.06330299,34.26824951,13.87018108,4.698122025,22.77373123,14.71087456,26.47160149,9.460968018,9.12983799,19.59609795,10.88537598,11.33694839,51.93284225,11.09993362,19.80756187,11.960042,21.76103973,12.18966389
B2M,260.0117798,320.8360596,854.1022949,414.8733215,811.7738037,663.6407471,402.1481934,517.9290771,658.5869751,176.5162811,82.29180908,492.2720337,453.1795044,166.7276306,339.8182983,443.9624939,1181.285889,279.919342,146.3590698,552.3606567,265.8139648,1412.481445,366.8419189,199.4617615,140.657074,611.5801392,218.1436005,186.5617676,188.7044525,685.1590576,1341.73645,171.6917877,330.3839722,310.0785828,122.1079178,845.0881348,759.7307739,683.234436,712.7040405,415.8083496,356.5216064,301.6237488
BCCIP,4.37045002,6.784190178,11.20762253,6.133982658,7.602376938,10.90410805,20.42751884,16.9618187,15.95348644,6.896678925,6.726157665,13.21530724,6.690608978,14.25570869,7.706231594,5.993043423,9.81803894,8.897556305,9.951777458,10.11426353,11.46365738,6.577755451,7.80641222,7.280540943,8.181812286,6.815469265,12.06302738,9.082667351,8.89831543,9.191418648,7.155087948,6.46791935,9.796544075,10.4504633,3.95928669,11.41292667,8.141718864,6.656420708,7.833728313,8.187935829,6.150365353,10.58194351
BRCA2,0.698627174,3.400103092,6.67459774,4.257251263,5.040369988,6.775752068,4.762357712,2.518357992,11.06645012,8.363286972,5.033726692,8.497148514,7.344974041,4.96311903,2.352133274,5.093803883,3.836115599,5.43927145,2.425715923,3.409518957,13.89861488,12.86062241,3.6036551,3.162531853,3.857778549,3.130361557,5.817527294,5.310373783,4.764487267,3.230519295,7.815652371,5.231504917,3.687746525,10.28585148,0.948212385,2.115782499,4.786066055,3.786851645,5.768079281,3.767684937,6.395474434,4.964414597
BRIP1,0.971850216,5.653877735,14.84720039,6.295151234,19.04871178,5.29899168,14.29183578,5.896535873,13.5829525,9.451590538,6.676976204,25.75182533,11.02615929,32.18520737,5.165611267,3.812820911,9.207056046,10.88544655,17.28022194,19.09480476,10.72165966,10.05038357,3.738579273,16.96209717,3.979834557,3.116945982,12.73211384,24.62794304,24.67666435,8.950624466,12.4446497,11.12033939,6.036244869,18.33561897,2.124212503,2.173331738,7.617415905,7.880131245,16.95913887,6.308776379,12.31148243,8.351788521
BSG,28.27931976,27.65864372,125.0535202,25.19388008,73.12385559,13.59749603,16.71460915,49.35801697,74.91308594,33.87112045,55.22206116,21.07790375,39.82154465,13.33170605,30.86162758,35.45318985,56.76308441,74.2114563,69.42832947,45.73444366,30.00457764,51.22157288,12.87871265,28.8245182,40.17695999,10.6193552,134.8444977,73.06693268,27.54213333,74.56162262,38.40791321,36.31101227,53.29240799,45.4920845,39.1143837,66.02807617,19.78279686,39.31309509,22.73544121,59.05608749,30.78824234,56.53830719
BTK,21.77572823,5.888402939,3.004740238,21.71610641,7.917312622,10.08322716,2.989417791,2.136134863,4.830368042,4.411240101,0.481601119,4.803988934,16.55189133,35.84397888,3.387410402,13.80320644,6.08402729,12.68227196,3.65619874,1.048053384,2.619078636,11.68896675,14.53041744,6.546398163,9.652721405,16.67586899,1.148198247,1.042224169,10.5675602,4.487103462,12.92167377,4.03961134,2.252987862,7.062800884,2.630999565,5.188602448,25.17168999,3.523917675,7.726425171,7.130328178,6.420948029,5.939716339
C11orf24,14.66073227,10.237257,32.52461243,22.27509689,19.5107975,16.49848557,18.19540787,20.54896355,21.23445892,9.629307747,24.86664772,13.81115627,18.50516891,21.50605583,19.11075783,25.3302002,27.83933449,20.27467346,18.47957611,24.41969872,11.60034943,35.40267944,8.910214424,12.27496147,10.27812958,9.442615509,27.0244751,23.02274895,9.078992844,45.24974442,24.50686455,23.14045906,60.36250687,25.58378792,21.85687828,22.78857613,11.6546402,20.87278938,26.98744583,25.09857941,14.37201118,20.9456234
C12orf24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13orf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13orf18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13orf27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C16orf61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C19orf48,0.799634278,1.062486529,2.639083862,1.145457864,1.216559172,0.584539115,0.286624938,0.807914138,0.781243086,1.337165356,1.672709465,0.332892358,2.445824623,0.602591097,1.227264047,1.886541367,1.33902657,1.119669795,3.741967917,1.91164279,0.929686368,1.702819228,1.02842927,1.384780645,2.725087881,0.566335917,2.523327351,1.996055365,1.815530777,0.748544276,0.618889868,1.056020379,0.371984512,3.759903908,0.661339045,1.146645069,1.143577099,1.140704751,0.996192038,2.631132841,3.573164463,1.741353154
C1orf54,9.174591065,7.801047325,9.177745819,12.04561424,9.224393845,28.65423775,8.919996262,5.852930546,11.35334301,18.03569794,4.534815311,18.39165688,17.62686539,9.160419464,8.281307221,14.94407463,12.09566593,13.83387089,7.394293785,30.18265915,17.7873745,16.7238884,20.61342239,15.02513504,6.219172955,27.28584099,1.798518181,17.12823296,15.25215149,4.435065746,13.92743969,11.28731442,5.353038311,10.44498062,5.976021767,13.07001972,27.80139732,5.413225651,10.60967255,9.858543396,16.26360893,13.80673885
C3AR1,19.42326164,3.625752211,5.750687599,11.39702511,4.853529453,9.798437119,3.88064909,2.326572418,4.25922966,4.440148354,0.366210878,3.016465187,13.83743286,4.25983429,4.514307022,13.995574,5.368840218,2.998745918,1.756974101,1.65807128,5.331433773,14.42961407,12.97712994,7.571839333,14.81583881,27.94787407,0.559114397,0.785493553,10.67868328,5.6126194,8.337136269,2.572715044,1.926111102,6.867258072,3.984299898,3.367686987,20.20665932,6.483078957,5.801067829,3.22803402,6.918668747,5.054381847
C3orf26,1.340166926,3.406722069,5.2537117,3.643422842,6.083425045,4.745404244,8.790567398,12.62723541,9.690023422,8.616844177,4.835287094,8.794140816,4.97069931,10.24276829,2.457452059,2.994814634,4.687175751,4.959006786,7.984773159,6.130132675,9.372390747,5.861964226,3.033586979,4.498741627,4.957680702,3.081420422,7.888841629,3.952142477,7.677121162,4.995474815,3.493151665,3.203135252,5.287044525,5.81368351,6.597038746,2.502133608,3.539352894,3.903454542,5.495646,7.748701572,4.388336182,6.45870018
CASP1,5.919173241,9.758267403,17.81356049,36.89896011,28.31613541,13.45699596,8.870475769,12.63121319,94.78619385,3.984916925,1.583661556,15.52410507,17.17632675,6.102493286,17.40814018,9.45043087,106.8293991,12.3559761,163.7561493,11.29086876,4.376247406,19.93789291,25.43519402,8.358222008,10.32539463,23.72666931,31.73722458,8.83522892,8.294928551,107.5423355,34.04215622,4.915789127,2.252717495,33.60671616,11.74246025,9.500162125,29.05486679,14.96127224,25.34301949,5.417735577,22.83008003,21.33094406
CBX1,3.210328341,2.384682655,3.720867872,2.511966944,5.771547794,2.051100731,2.769038916,3.119972229,5.079294682,6.098189354,3.747110605,2.572963476,4.012239933,5.042300701,4.010062218,1.910947442,4.194899559,3.421584845,11.06175041,12.8204174,4.394008637,4.831448555,2.10178113,4.164299011,1.58464098,3.677460671,4.996809959,8.620191574,8.759728432,5.2484622,2.699137449,3.012952089,4.007730961,2.962319374,5.555466175,2.473990679,3.377667904,4.964376926,4.026185513,2.934414387,2.223302364,4.15022707
CCBL2,1.802020311,8.935873985,18.0279026,6.348657608,10.77323151,12.94366074,12.42165089,15.3300724,14.30668545,5.30516243,6.458780289,15.27945042,10.0502634,9.960540772,10.71026325,7.079899788,12.32960987,9.720402718,20.55441093,10.17472458,6.747174263,6.462896824,7.152729511,12.72281837,2.476811886,14.03139019,16.21932793,9.893436432,14.41404152,7.588478565,15.5149765,7.36083746,10.95987988,8.744559288,4.418795586,9.840886116,7.415151119,17.18912125,6.464149952,9.64300251,3.957187414,8.842330933
CCL2,38.11886597,12.78020859,32.82090378,42.29153061,19.42723846,43.26486206,12.85417843,7.968034744,82.17001343,14.94309235,1.737429023,3.914517164,27.62786484,19.38655472,11.82575321,25.92831993,32.03933334,23.30394363,9.065532684,3.131909847,9.72053051,98.55904388,16.52031136,18.76612473,21.70763206,42.20137024,1.793604374,1.84746027,83.78047943,21.32843971,21.75195694,7.072040081,3.645171881,20.46390915,9.987064362,5.034038544,78.0819397,2.534380198,16.46886826,6.04792881,22.87085724,15.35059166
CCL5,33.00436783,1.004528761,8.322084427,32.00150299,14.57009506,14.26139832,4.829036713,2.574042797,6.537304401,7.522518635,0.34935391,8.879498482,22.89101791,7.752910614,6.501098633,6.208985806,34.85982513,5.278012753,1.463568211,3.992952347,9.143967629,53.74774551,9.152316093,3.438690662,3.028683662,39.29275513,0.067374066,0.783845723,3.130308628,3.055771828,71.30408478,3.284584761,5.030021668,12.17599773,0.615825295,44.69418335,142.65979,5.061089993,104.7354889,7.347023487,12.1695776,11.13055229
CCRL2,1.7159338,0.434230328,0.546843946,1.183354139,0.600441992,0.898393989,0.211445347,0.195877433,0.551271021,0.885239124,0.015843211,0.342562348,1.126347542,0.720691979,0.449869245,2.546468496,0.944861651,0.316030443,0.441609502,0.194202289,0.414326906,2.183535099,0.49431318,0.837554753,0,1.102670193,0.064163737,0.065729208,0.983329833,0.426621229,1.643028975,0.375261933,0.218737185,1.209960342,0.157656342,0.57477814,2.509404898,0.313024104,1.136604428,0.387949318,1.666770577,0.513424099
CCT5,18.96430969,34.60658646,63.50168228,33.30091858,67.44091797,38.33186722,111.0110016,78.45929718,55.54125595,79.90587616,82.76687622,65.63392639,58.54040146,76.16478729,42.52165222,60.39178467,96.37761688,58.47786331,48.41044617,64.01102448,56.83269119,42.29579163,25.21318054,46.07876968,51.23259735,24.87406158,53.06115341,41.12798309,55.93003082,70.20386505,38.23041534,24.12122154,69.02070618,33.99564743,22.51453972,63.4201889,49.36101913,57.64101791,57.51430893,34.38916779,46.93087006,100.1987076
CD14,124.3866959,24.22389603,23.67316055,40.48027039,16.56015968,19.16518974,3.435333729,4.622396946,6.598360062,15.27579212,1.785007596,10.14509773,62.26851273,9.34681797,17.99332619,21.50831985,26.61678123,7.230380058,6.939186096,3.764970064,9.681980133,44.77809525,24.77868652,20.47366714,39.71894836,62.17286682,1.693492174,3.126772404,76.94536591,8.926568985,26.23249054,5.254755974,6.736154556,14.97070313,22.5388546,11.76723671,90.53429413,31.30089951,17.13566971,9.499211311,32.67759323,23.04450226
CD163,196.7926331,39.40673828,46.97828293,66.95431519,27.57727432,45.2809639,10.36347389,13.71474648,18.54100037,37.13680649,1.226627708,15.81695747,86.79911041,21.45254135,30.33378792,61.23628235,19.41348267,14.98697853,11.74448586,5.736667156,17.13892555,129.1400757,141.9478149,22.91668892,32.23121262,149.0617523,4.731591702,1.374040723,46.2077713,13.69639778,49.72743607,14.46846008,8.977828026,26.25227165,12.55352592,19.30847359,132.3382568,58.26724243,48.99298859,17.96714401,44.920784,28.78130341
CD19,0.488468587,0.060028479,0.028020252,6.41666317,0.361667991,0.371357471,0.209151939,0.088682912,0.278704703,0.422088772,0.020024531,0.927794814,2.066533089,0.746934772,1.260392547,0.048847828,0.531462848,17.88512611,0.069769807,0.019901829,0.19949542,0.911208808,13.71174335,0.091745429,0,0.28060782,0.02703258,0.083076365,0.332593352,0.24393037,4.429291725,0.501403451,0.506854355,0.328102529,0.071735323,1.955888391,1.822163463,0.104964919,2.952715397,0.84641391,0.464179844,0.3208175
CD247,13.47653294,0.772360206,1.314817071,16.18614769,3.670731783,1.845287442,0.586485028,0.299438566,0.630719483,4.030077457,0.176180124,2.1767838,5.831999779,1.472092867,0.84255141,1.244081855,3.729158163,8.667832375,0.786158502,0.417783827,1.426102996,7.06399107,19.26368713,0.937915981,1.125432968,6.865129948,0.053200711,0.142887354,1.268572688,0.46371153,15.96421528,1.361715317,2.069680214,2.327914238,0.284198821,4.678595066,31.25723076,0.751515389,6.400501251,2.862541199,3.294444799,2.329675674
CD33,8.721529961,1.381531715,1.277167201,4.077129364,3.224289417,2.780866623,0.680288851,3.902794361,1.331807971,1.105681896,0.110155977,0.981882989,3.320208311,0.880484283,1.146892071,2.200898886,1.709940076,1.006655097,0.575711012,0.234602109,0.725090742,3.349968672,1.352822781,1.724841356,0,4.14577055,0.079664797,0.018653363,3.198384047,0.655802906,1.646191239,0.601702392,0.420045316,1.293590903,1.171331644,0.944196045,5.742556095,1.186561227,2.490645647,0.688103497,1.557340622,1.36373508
CD37,75.2425766,8.035625458,7.536314011,66.33843994,20.07461929,15.62892056,12.83391476,4.894183636,12.31164455,18.1252079,3.109530687,8.004089356,37.0892067,9.485434532,11.02249336,38.5549202,16.02980995,78.86525726,4.974563122,8.160474777,7.54540205,33.04650497,76.69993591,14.34348392,29.60062981,32.56694031,3.477575302,4.444745064,21.41303444,8.658612251,45.35651779,21.32202148,7.281488419,25.83045578,6.795335293,16.67494583,68.19702148,6.760765076,21.04961586,17.88031387,20.62941933,12.46572208
CD3D,21.56900787,2.784793377,13.65357399,43.325737,17.83499336,18.84012604,6.273282528,4.22025013,8.071703911,11.58571434,0.241587669,16.39220047,29.91823769,8.626822472,7.260061741,8.27243042,35.55449295,53.17560196,0.982034504,0.787018418,6.819350243,54.46134186,29.88315392,4.441672802,0,44.16088104,0.149479404,0.119319275,4.593372345,2.065206289,98.57839966,4.496045589,6.504123211,13.96629334,1.169969559,31.47388077,93.49927521,5.276492596,68.03798676,13.65072346,9.531002998,10.35073566
CD3E,20.02931023,2.452525854,8.408054352,41.5839386,13.78693962,23.87983322,8.12547493,3.990779162,8.228943825,10.06557274,0.193311751,12.24081898,19.34020996,5.990612984,5.551998615,5.062769413,24.27984428,36.59103394,0.961197913,0.304201424,5.484239578,42.04284668,17.70918083,4.48804903,0,34.92245102,0.016310357,0,4.488744259,1.239390612,70.16625214,2.845383167,7.41740942,10.58937931,1.019535542,27.8032341,91.81837463,3.838866234,49.80333328,10.96049881,8.218894959,8.992121697
CD3G,2.473496199,0.586062074,1.434689045,6.7970047,2.90968895,6.444714546,1.66382277,1.005309939,1.77304697,1.761731029,0.026066776,3.277027845,4.99161768,1.606693745,0.804932952,1.275278211,4.557923317,6.535406113,0.158939034,0.207256407,1.314688802,8.637145996,10.22671032,0.482309043,0,5.357425213,0.008797362,0,0.831721366,0.225616604,14.38798904,0.736490369,1.133645535,2.030558109,0.140071362,5.463122845,14.74598789,0.609612465,8.884181023,2.378395796,1.806917429,1.585064173
CD44,48.63045883,125.6486588,46.69504929,53.52832794,130.8639069,55.27298737,317.3647766,246.0443268,235.6858368,10.83275509,22.86307526,119.7238846,42.6647644,80.50469208,94.52674103,54.69287491,203.4027405,91.46318817,139.5406494,40.9836998,53.2300415,39.0981636,40.06043625,61.34275818,67.03495789,26.50004768,202.9780884,63.31698227,15.84535885,126.1507568,64.66657257,71.08625793,129.4970551,50.53881454,205.0836792,294.020752,42.19937134,112.6637115,127.5508118,146.3542175,66.70304871,129.0655518
CD48,8.729463577,0.940973401,2.203645706,19.81939316,5.875171185,6.3946805,2.045208931,0.880108655,3.316417933,4.551462174,6.411784172,3.96565485,22.75307655,16.63347435,19.87078857,5.646579266,15.15454483,18.069273,1.615625262,1.008667946,2.30202651,12.78694248,17.25450325,4.810197353,7.281469822,10.48771095,0.091113024,0.844468534,4.084119797,1.855880618,18.38365173,2.151799917,6.978339195,4.623394966,7.880339623,8.626497269,23.224823,5.364198685,14.89503574,4.066101551,2.560720444,20.11349487
CD52,113.0336914,2.813097715,2.595814467,20.7625885,6.739750862,12.60007954,6.485127449,2.331693649,10.97767639,6.211845875,0.638636053,3.128071785,19.79833794,2.261821508,1.014647245,10.32410049,3.689068794,19.04591179,4.95359993,0.362698704,2.485329866,15.11500549,17.16997147,1.704158425,0,15.27779484,0.061581541,0.081108011,5.722356796,1.667056084,14.30553627,3.040779114,1.931396008,12.49100971,0.272360951,10.46431637,16.85891724,0.772526085,15.57752419,4.241979122,4.778744221,2.15929389
CD53,79.31916046,5.807281971,19.22214317,46.04867935,17.92568398,19.93043709,6.696988106,6.442099571,13.47404575,18.35251999,1.346178889,14.84739971,46.93632507,10.426507,9.29288578,35.33441544,28.26324844,39.24202728,7.718279362,3.335905552,9.360022545,50.98678207,29.88936615,11.75979042,10.89250565,45.05627441,0.399807185,1.06379652,34.32315445,11.66888523,49.47554779,5.429655075,6.352226257,23.06408501,8.409034729,22.38042641,77.75186157,14.61222267,39.24845886,11.80410481,25.06015968,15.10373783
CD59,53.05728912,121.7961655,130.3752594,149.3402863,499.3291931,141.0025024,304.9393616,270.4295654,195.921402,99.82250977,232.4724884,219.9367371,83.93238831,163.2169342,284.5715942,162.6837616,292.3815613,205.16745,40.68976593,181.0098572,100.7787552,154.8829193,84.90703583,132.4105988,180.8515015,71.24094391,610.3470459,221.173172,41.1242218,299.7117004,268.3285217,146.3111115,298.3033447,102.8776627,275.9268494,133.0462494,40.7600441,601.5775757,214.4938965,100.7692032,99.17167664,232.1681519
CD79A,1.131507635,0.14007099,0.208035886,28.77262306,2.007295609,4.220541,1.872041106,1.486942649,1.154768467,4.148542404,0.05946872,3.453383207,12.83692646,3.15152669,6.015704632,0.233720586,0.529206395,54.68997192,0.345336527,0.137910083,0.555431426,6.003191471,18.02148247,0.188629583,0,7.11122942,0.291019261,0.246719629,0.961740613,2.668926239,49.12290573,7.817589283,3.325239897,3.815010786,0.248545587,11.35993099,12.90067196,0.491564959,23.10383224,4.195236206,9.159193039,2.316943169
CD79B,3.730180025,2.78947711,1.042447448,14.22797203,11.27560329,1.919241905,1.237135291,0.298456579,0.957216919,2.912357807,0.60284543,1.853022337,8.615501404,5.471191406,2.28237915,1.036181688,3.470847607,38.85681534,0.315920502,0.263042122,0.247193188,2.853201151,11.46888351,0.974223793,3.569179773,5.810434818,0.218343362,0.52286607,0.347043186,0.980404794,9.069306374,0.248762772,1.583419919,1.298507571,0.491620064,10.68505573,5.835933685,0.948594511,4.186919689,2.408856392,3.001982689,2.944610357
CD84,8.768680573,1.060146451,1.485516429,4.328742981,1.881192446,2.225545883,0.633218586,0.433316588,1.079692364,1.373907208,0.123271495,1.215962291,5.102554321,0.880652905,0.681889713,6.672549248,1.653201103,2.205958843,0.755740345,0.390980452,0.897166252,6.656896114,3.15120697,1.625276089,0.73581785,4.187361717,0.1023032,0.081443951,2.699316502,1.399286032,4.65260601,0.872522652,0.697512865,3.591765642,0.852642298,2.050549984,9.301186562,1.368927836,3.865754366,1.13341856,1.46118176,2.2104249
CD86,5.724520207,1.664314628,2.242640495,6.865627289,2.858271599,7.754078865,2.457479477,1.634255052,3.942695618,2.417201042,0.211754575,2.046886921,4.913373947,2.147482157,2.263637781,4.952841282,3.679312229,2.270478964,1.377947927,0.718029916,2.49741292,8.407719612,3.642427445,3.296875715,5.291370869,9.158086777,0.222804993,0.147649154,5.700306416,1.948604345,7.761888981,1.083204031,0.905730784,4.036918163,1.789860964,1.769356489,10.92461014,2.405790806,4.616548061,1.848221898,3.670336962,3.365354538
CD8A,9.084464073,0.995134771,6.934789181,17.57432365,9.108692169,14.36704445,3.567835331,3.189411879,4.533235073,3.725682735,0.138806656,8.073287964,12.57993698,9.111124039,5.333089829,3.193754673,27.74164009,2.344486713,0.632901847,0.129440293,6.539815426,43.24639511,13.34736347,3.678081036,1.247937441,36.37144852,0.041641172,0.012187752,1.325763941,0.758096159,71.54649353,3.781806946,3.369105816,7.906690121,0.335597426,23.81023407,82.57762909,3.096960068,52.41307831,5.092398167,5.390194893,6.727715969
CD8B,0.687236428,0.232938901,0.741606891,1.543981314,0.47902295,0.599368572,0.250881821,0.226479814,0.36944747,0.317314744,0.013946989,0.982231021,1.279404759,0.310873002,0.409226716,0.374245048,2.072903156,0.167882815,0.036445752,0,0.455921829,2.586026907,0.166653365,0.08356186,0,1.967449307,0,0,0.079248577,0.089419127,5.848543167,0.231243655,0.333765894,0.646833003,0.038860347,2.564953804,6.384624004,0.202451706,4.987446308,0.357779622,0.472513944,0.578933001
CD97,73.6035614,28.92598724,51.57905197,48.90030289,47.81696701,19.63875008,22.23994064,46.3218956,25.14994431,31.42302895,16.38232231,16.57705879,39.61703491,12.20634365,18.84963036,29.08303452,60.21434784,41.33868027,24.7545433,33.49863815,22.0612812,41.02706146,25.46207428,35.42149735,18.17116928,31.83031273,40.38349533,41.79992294,17.71876907,25.7616787,62.82344055,9.901959419,18.86293793,22.69509888,42.59978104,57.03125381,85.76172638,30.82934952,47.03284073,54.18166351,50.60956573,27.45837975
CDCA4,0.121661253,0.480570823,2.6752491,0.249455288,1.107534051,0,0.144702166,0,0.167942062,0.50061065,0.498744309,0.154055178,0.571893871,0.113436915,0.413054943,0.608318269,0.467187077,0.77187711,0.724055588,0.247844115,0.310547859,1.23910439,0,0.70309931,0,0.116483413,1.43074429,1.034577608,0.326991797,0.47964415,0.845139623,0.168760657,0.80334878,0.692537308,0.198520869,0.139184743,0.232341379,0.904959023,0.330279768,1.090414643,1.222816229,0.817209601
CDH6,1.4233464,1.483443379,0.468633354,0.433140516,0.346026629,0.848574042,0.167095393,0.685749412,0.41617468,1.4051193,0.096688464,0.155821174,1.046029806,0.893038511,0.242716059,0.469444692,0.173265621,0.29204914,0.18186833,0.17826505,0.206787616,0.45295009,2.278579474,1.896424413,1.530679822,3.128086567,0.097895131,0.216762021,21.02221489,0.353075892,0.281143367,0.281647086,0.181858167,0.268515825,0.095378369,0.217036232,0.641040802,0.645818234,0.341489554,0.352932602,1.566656113,0.45920977
